carnet,nombre,carrera,departamento,promedio
EST068910,Estudiante 68910,Arquitectura,Santa Ana,8.12
EST068911,Estudiante 68911,Ingeniería Industrial,San Miguel,6.38
EST068912,Estudiante 68912,Ingeniería en Sistemas,San Salvador,5.02
EST068913,Estudiante 68913,Ingeniería en Sistemas,Santa Ana,6.0
EST068914,Estudiante 68914,Arquitectura,La Libertad,6.7
EST068915,Estudiante 68915,Contaduría,San Miguel,7.02
EST068916,Estudiante 68916,Administración,Santa Ana,5.24
EST068917,Estudiante 68917,Contaduría,San Miguel,7.19
EST068918,Estudiante 68918,Contaduría,Sonsonate,5.02
EST068919,Estudiante 68919,Ingeniería Industrial,San Miguel,8.31
EST068920,Estudiante 68920,Contaduría,San Salvador,8.71
EST068921,Estudiante 68921,Administración,San Salvador,5.99
EST068922,Estudiante 68922,Ingeniería en Sistemas,Santa Ana,9.95
EST068923,Estudiante 68923,Ingeniería Industrial,San Salvador,8.56
EST068924,Estudiante 68924,Administración,San Miguel,7.3
EST068925,Estudiante 68925,Administración,San Miguel,6.21
EST068926,Estudiante 68926,Administración,Sonsonate,6.37
EST068927,Estudiante 68927,Administración,San Miguel,8.6
EST068928,Estudiante 68928,Administración,San Salvador,8.4
EST068929,Estudiante 68929,Arquitectura,San Miguel,8.71
EST068930,Estudiante 68930,Contaduría,Sonsonate,7.11
EST068931,Estudiante 68931,Ingeniería en Sistemas,La Libertad,5.76
EST068932,Estudiante 68932,Ingeniería Industrial,San Salvador,6.71
EST068933,Estudiante 68933,Arquitectura,Santa Ana,8.19
EST068934,Estudiante 68934,Contaduría,Santa Ana,9.35
EST068935,Estudiante 68935,Contaduría,Sonsonate,7.97
EST068936,Estudiante 68936,Arquitectura,San Salvador,8.78
EST068937,Estudiante 68937,Arquitectura,Sonsonate,7.53
EST068938,Estudiante 68938,Administración,Santa Ana,9.8
EST068939,Estudiante 68939,Arquitectura,Santa Ana,9.8
EST068940,Estudiante 68940,Ingeniería en Sistemas,Sonsonate,5.37
EST068941,Estudiante 68941,Contaduría,La Libertad,6.95
EST068942,Estudiante 68942,Arquitectura,San Miguel,7.56
EST068943,Estudiante 68943,Contaduría,San Miguel,8.62
EST068944,Estudiante 68944,Administración,Sonsonate,8.69
EST068945,Estudiante 68945,Contaduría,Santa Ana,5.3
EST068946,Estudiante 68946,Ingeniería en Sistemas,Sonsonate,8.4
EST068947,Estudiante 68947,Arquitectura,San Salvador,9.98
EST068948,Estudiante 68948,Arquitectura,Santa Ana,5.04
EST068949,Estudiante 68949,Administración,San Miguel,9.51
EST068950,Estudiante 68950,Ingeniería en Sistemas,La Libertad,8.5
EST068951,Estudiante 68951,Administración,La Libertad,8.96
EST068952,Estudiante 68952,Administración,Sonsonate,6.28
EST068953,Estudiante 68953,Ingeniería en Sistemas,San Salvador,9.37
EST068954,Estudiante 68954,Administración,San Salvador,9.05
EST068955,Estudiante 68955,Ingeniería en Sistemas,San Miguel,8.22
EST068956,Estudiante 68956,Ingeniería en Sistemas,Santa Ana,7.3
EST068957,Estudiante 68957,Ingeniería Industrial,La Libertad,8.21
EST068958,Estudiante 68958,Ingeniería en Sistemas,San Salvador,5.63
EST068959,Estudiante 68959,Arquitectura,La Libertad,7.38
EST068960,Estudiante 68960,Ingeniería en Sistemas,San Miguel,5.88
EST068961,Estudiante 68961,Ingeniería en Sistemas,Santa Ana,6.86
EST068962,Estudiante 68962,Arquitectura,Santa Ana,7.37
EST068963,Estudiante 68963,Contaduría,Sonsonate,6.86
EST068964,Estudiante 68964,Administración,La Libertad,5.99
EST068965,Estudiante 68965,Ingeniería Industrial,San Salvador,6.58
EST068966,Estudiante 68966,Ingeniería en Sistemas,Santa Ana,8.43
EST068967,Estudiante 68967,Contaduría,San Miguel,7.48
EST068968,Estudiante 68968,Administración,La Libertad,8.86
EST068969,Estudiante 68969,Arquitectura,San Miguel,7.35
EST068970,Estudiante 68970,Ingeniería en Sistemas,Santa Ana,7.73
EST068971,Estudiante 68971,Ingeniería Industrial,San Miguel,6.34
EST068972,Estudiante 68972,Ingeniería Industrial,La Libertad,8.64
EST068973,Estudiante 68973,Contaduría,La Libertad,8.13
EST068974,Estudiante 68974,Ingeniería en Sistemas,Santa Ana,5.52
EST068975,Estudiante 68975,Arquitectura,Sonsonate,7.94
EST068976,Estudiante 68976,Administración,Sonsonate,8.16
EST068977,Estudiante 68977,Ingeniería en Sistemas,Santa Ana,8.75
EST068978,Estudiante 68978,Ingeniería Industrial,San Miguel,5.07
EST068979,Estudiante 68979,Arquitectura,San Miguel,5.81
EST068980,Estudiante 68980,Administración,Santa Ana,8.78
EST068981,Estudiante 68981,Arquitectura,San Salvador,5.2
EST068982,Estudiante 68982,Administración,Sonsonate,5.25
EST068983,Estudiante 68983,Administración,San Salvador,5.08
EST068984,Estudiante 68984,Ingeniería en Sistemas,San Salvador,8.26
EST068985,Estudiante 68985,Contaduría,Sonsonate,6.77
EST068986,Estudiante 68986,Administración,San Salvador,5.9
EST068987,Estudiante 68987,Ingeniería en Sistemas,San Salvador,5.83
EST068988,Estudiante 68988,Contaduría,Santa Ana,7.67
EST068989,Estudiante 68989,Contaduría,Santa Ana,6.97
EST068990,Estudiante 68990,Administración,San Salvador,5.69
EST068991,Estudiante 68991,Ingeniería en Sistemas,La Libertad,6.46
EST068992,Estudiante 68992,Contaduría,San Salvador,6.81
EST068993,Estudiante 68993,Arquitectura,Sonsonate,8.55
EST068994,Estudiante 68994,Administración,Sonsonate,5.17
EST068995,Estudiante 68995,Administración,San Miguel,5.04
EST068996,Estudiante 68996,Ingeniería Industrial,Sonsonate,9.62
EST068997,Estudiante 68997,Ingeniería en Sistemas,San Salvador,5.19
EST068998,Estudiante 68998,Administración,Santa Ana,6.5
EST068999,Estudiante 68999,Contaduría,San Salvador,5.52
EST069000,Estudiante 69000,Arquitectura,Santa Ana,5.56
EST069001,Estudiante 69001,Ingeniería en Sistemas,San Miguel,9.12
EST069002,Estudiante 69002,Contaduría,San Salvador,7.48
EST069003,Estudiante 69003,Arquitectura,San Salvador,9.81
EST069004,Estudiante 69004,Contaduría,Santa Ana,8.4
EST069005,Estudiante 69005,Ingeniería en Sistemas,Sonsonate,5.77
EST069006,Estudiante 69006,Ingeniería Industrial,San Salvador,8.53
EST069007,Estudiante 69007,Ingeniería en Sistemas,La Libertad,6.48
EST069008,Estudiante 69008,Contaduría,Sonsonate,6.92
EST069009,Estudiante 69009,Ingeniería en Sistemas,La Libertad,9.17
EST069010,Estudiante 69010,Administración,La Libertad,8.49
EST069011,Estudiante 69011,Ingeniería en Sistemas,San Miguel,8.61
EST069012,Estudiante 69012,Contaduría,San Salvador,9.58
EST069013,Estudiante 69013,Contaduría,San Salvador,9.67
EST069014,Estudiante 69014,Administración,Santa Ana,5.13
EST069015,Estudiante 69015,Contaduría,Santa Ana,8.61
EST069016,Estudiante 69016,Contaduría,Santa Ana,9.61
EST069017,Estudiante 69017,Ingeniería en Sistemas,San Miguel,7.36
EST069018,Estudiante 69018,Arquitectura,Santa Ana,9.74
EST069019,Estudiante 69019,Ingeniería en Sistemas,San Miguel,7.29
EST069020,Estudiante 69020,Administración,San Miguel,5.73
EST069021,Estudiante 69021,Contaduría,La Libertad,9.85
EST069022,Estudiante 69022,Ingeniería en Sistemas,Santa Ana,7.8
EST069023,Estudiante 69023,Ingeniería en Sistemas,Santa Ana,8.56
EST069024,Estudiante 69024,Ingeniería Industrial,Sonsonate,5.76
EST069025,Estudiante 69025,Contaduría,La Libertad,9.68
EST069026,Estudiante 69026,Contaduría,San Salvador,5.96
EST069027,Estudiante 69027,Ingeniería en Sistemas,Santa Ana,7.51
EST069028,Estudiante 69028,Arquitectura,San Miguel,5.58
EST069029,Estudiante 69029,Ingeniería Industrial,Sonsonate,6.36
EST069030,Estudiante 69030,Contaduría,La Libertad,9.16
EST069031,Estudiante 69031,Ingeniería Industrial,Sonsonate,7.27
EST069032,Estudiante 69032,Administración,San Salvador,8.55
EST069033,Estudiante 69033,Administración,Santa Ana,5.74
EST069034,Estudiante 69034,Ingeniería Industrial,Sonsonate,8.14
EST069035,Estudiante 69035,Ingeniería en Sistemas,Sonsonate,7.9
EST069036,Estudiante 69036,Arquitectura,Santa Ana,9.26
EST069037,Estudiante 69037,Contaduría,Sonsonate,6.71
EST069038,Estudiante 69038,Ingeniería Industrial,San Salvador,6.48
EST069039,Estudiante 69039,Arquitectura,San Miguel,6.38
EST069040,Estudiante 69040,Contaduría,Santa Ana,6.63
EST069041,Estudiante 69041,Arquitectura,La Libertad,6.63
EST069042,Estudiante 69042,Arquitectura,Sonsonate,7.75
EST069043,Estudiante 69043,Ingeniería Industrial,San Salvador,9.47
EST069044,Estudiante 69044,Ingeniería Industrial,La Libertad,9.05
EST069045,Estudiante 69045,Ingeniería Industrial,Sonsonate,9.62
EST069046,Estudiante 69046,Ingeniería en Sistemas,La Libertad,7.54
EST069047,Estudiante 69047,Administración,Santa Ana,9.92
EST069048,Estudiante 69048,Administración,San Miguel,7.64
EST069049,Estudiante 69049,Contaduría,Sonsonate,5.76
EST069050,Estudiante 69050,Administración,La Libertad,7.44
EST069051,Estudiante 69051,Ingeniería en Sistemas,La Libertad,8.84
EST069052,Estudiante 69052,Ingeniería en Sistemas,San Salvador,9.17
EST069053,Estudiante 69053,Ingeniería en Sistemas,La Libertad,9.0
EST069054,Estudiante 69054,Ingeniería en Sistemas,Sonsonate,7.93
EST069055,Estudiante 69055,Ingeniería en Sistemas,Santa Ana,5.31
EST069056,Estudiante 69056,Administración,San Salvador,5.07
EST069057,Estudiante 69057,Ingeniería Industrial,Santa Ana,5.37
EST069058,Estudiante 69058,Contaduría,San Miguel,9.92
EST069059,Estudiante 69059,Arquitectura,Sonsonate,7.7
EST069060,Estudiante 69060,Ingeniería en Sistemas,Santa Ana,8.68
EST069061,Estudiante 69061,Administración,Santa Ana,9.06
EST069062,Estudiante 69062,Arquitectura,La Libertad,8.34
EST069063,Estudiante 69063,Contaduría,San Miguel,7.91
EST069064,Estudiante 69064,Contaduría,Sonsonate,9.52
EST069065,Estudiante 69065,Ingeniería Industrial,Santa Ana,5.5
EST069066,Estudiante 69066,Administración,Santa Ana,5.87
EST069067,Estudiante 69067,Ingeniería en Sistemas,San Salvador,5.02
EST069068,Estudiante 69068,Ingeniería en Sistemas,Santa Ana,6.36
EST069069,Estudiante 69069,Administración,San Miguel,8.17
EST069070,Estudiante 69070,Arquitectura,Sonsonate,9.47
EST069071,Estudiante 69071,Administración,La Libertad,7.79
EST069072,Estudiante 69072,Arquitectura,La Libertad,7.11
EST069073,Estudiante 69073,Contaduría,Sonsonate,6.86
EST069074,Estudiante 69074,Administración,La Libertad,7.71
EST069075,Estudiante 69075,Ingeniería en Sistemas,San Miguel,6.23
EST069076,Estudiante 69076,Ingeniería en Sistemas,Sonsonate,8.81
EST069077,Estudiante 69077,Administración,Santa Ana,7.09
EST069078,Estudiante 69078,Administración,Sonsonate,6.04
EST069079,Estudiante 69079,Ingeniería Industrial,Sonsonate,6.84
EST069080,Estudiante 69080,Ingeniería en Sistemas,San Miguel,5.09
EST069081,Estudiante 69081,Contaduría,Santa Ana,9.87
EST069082,Estudiante 69082,Arquitectura,Santa Ana,8.44
EST069083,Estudiante 69083,Ingeniería Industrial,Sonsonate,7.32
EST069084,Estudiante 69084,Ingeniería en Sistemas,San Salvador,8.6
EST069085,Estudiante 69085,Arquitectura,Sonsonate,8.09
EST069086,Estudiante 69086,Ingeniería Industrial,San Miguel,6.54
EST069087,Estudiante 69087,Arquitectura,San Miguel,8.9
EST069088,Estudiante 69088,Administración,Sonsonate,6.67
EST069089,Estudiante 69089,Contaduría,Santa Ana,6.77
EST069090,Estudiante 69090,Ingeniería en Sistemas,San Salvador,5.13
EST069091,Estudiante 69091,Arquitectura,San Miguel,9.79
EST069092,Estudiante 69092,Ingeniería Industrial,Santa Ana,6.5
EST069093,Estudiante 69093,Ingeniería en Sistemas,San Salvador,7.22
EST069094,Estudiante 69094,Ingeniería Industrial,Sonsonate,7.58
EST069095,Estudiante 69095,Ingeniería Industrial,San Miguel,9.39
EST069096,Estudiante 69096,Arquitectura,Sonsonate,5.27
EST069097,Estudiante 69097,Administración,Santa Ana,9.19
EST069098,Estudiante 69098,Ingeniería en Sistemas,La Libertad,5.82
EST069099,Estudiante 69099,Ingeniería Industrial,Santa Ana,9.35
EST069100,Estudiante 69100,Arquitectura,La Libertad,6.32
EST069101,Estudiante 69101,Ingeniería Industrial,Santa Ana,6.31
EST069102,Estudiante 69102,Ingeniería Industrial,Santa Ana,7.02
EST069103,Estudiante 69103,Administración,San Salvador,5.76
EST069104,Estudiante 69104,Administración,San Salvador,6.74
EST069105,Estudiante 69105,Ingeniería Industrial,San Salvador,9.12
EST069106,Estudiante 69106,Arquitectura,Santa Ana,7.81
EST069107,Estudiante 69107,Ingeniería Industrial,La Libertad,7.54
EST069108,Estudiante 69108,Contaduría,Sonsonate,9.31
EST069109,Estudiante 69109,Ingeniería Industrial,Santa Ana,7.4
EST069110,Estudiante 69110,Contaduría,San Salvador,9.05
EST069111,Estudiante 69111,Ingeniería en Sistemas,Sonsonate,7.51
EST069112,Estudiante 69112,Ingeniería Industrial,Sonsonate,6.1
EST069113,Estudiante 69113,Contaduría,San Salvador,6.23
EST069114,Estudiante 69114,Ingeniería en Sistemas,Sonsonate,5.86
EST069115,Estudiante 69115,Ingeniería Industrial,Santa Ana,9.9
EST069116,Estudiante 69116,Administración,San Salvador,5.93
EST069117,Estudiante 69117,Contaduría,La Libertad,5.71
EST069118,Estudiante 69118,Ingeniería en Sistemas,Santa Ana,7.78
EST069119,Estudiante 69119,Contaduría,La Libertad,6.12
EST069120,Estudiante 69120,Ingeniería en Sistemas,La Libertad,8.55
EST069121,Estudiante 69121,Contaduría,Santa Ana,9.61
EST069122,Estudiante 69122,Ingeniería en Sistemas,Sonsonate,9.1
EST069123,Estudiante 69123,Administración,Sonsonate,8.24
EST069124,Estudiante 69124,Ingeniería Industrial,La Libertad,6.84
EST069125,Estudiante 69125,Ingeniería en Sistemas,San Miguel,8.72
EST069126,Estudiante 69126,Ingeniería en Sistemas,La Libertad,7.28
EST069127,Estudiante 69127,Ingeniería en Sistemas,San Miguel,6.55
EST069128,Estudiante 69128,Ingeniería en Sistemas,San Salvador,8.26
EST069129,Estudiante 69129,Contaduría,Santa Ana,8.78
EST069130,Estudiante 69130,Ingeniería en Sistemas,San Miguel,7.29
EST069131,Estudiante 69131,Arquitectura,Sonsonate,9.73
EST069132,Estudiante 69132,Ingeniería en Sistemas,La Libertad,7.49
EST069133,Estudiante 69133,Ingeniería en Sistemas,Sonsonate,9.21
EST069134,Estudiante 69134,Ingeniería Industrial,Santa Ana,5.2
EST069135,Estudiante 69135,Ingeniería Industrial,San Miguel,5.03
EST069136,Estudiante 69136,Ingeniería en Sistemas,Santa Ana,9.63
EST069137,Estudiante 69137,Administración,La Libertad,5.12
EST069138,Estudiante 69138,Ingeniería en Sistemas,Santa Ana,5.58
EST069139,Estudiante 69139,Arquitectura,San Salvador,9.08
EST069140,Estudiante 69140,Arquitectura,Santa Ana,7.81
EST069141,Estudiante 69141,Arquitectura,Sonsonate,6.15
EST069142,Estudiante 69142,Contaduría,La Libertad,8.27
EST069143,Estudiante 69143,Administración,San Salvador,5.67
EST069144,Estudiante 69144,Ingeniería en Sistemas,La Libertad,8.65
EST069145,Estudiante 69145,Arquitectura,La Libertad,6.76
EST069146,Estudiante 69146,Administración,Sonsonate,6.27
EST069147,Estudiante 69147,Ingeniería en Sistemas,San Miguel,8.28
EST069148,Estudiante 69148,Administración,San Salvador,5.59
EST069149,Estudiante 69149,Ingeniería Industrial,San Miguel,5.16
EST069150,Estudiante 69150,Contaduría,Sonsonate,6.05
EST069151,Estudiante 69151,Ingeniería Industrial,La Libertad,7.72
EST069152,Estudiante 69152,Contaduría,Santa Ana,9.4
EST069153,Estudiante 69153,Administración,San Salvador,9.37
EST069154,Estudiante 69154,Arquitectura,Sonsonate,6.56
EST069155,Estudiante 69155,Contaduría,Sonsonate,6.45
EST069156,Estudiante 69156,Arquitectura,Sonsonate,8.09
EST069157,Estudiante 69157,Contaduría,Santa Ana,9.4
EST069158,Estudiante 69158,Ingeniería en Sistemas,Sonsonate,7.76
EST069159,Estudiante 69159,Administración,Sonsonate,9.55
EST069160,Estudiante 69160,Contaduría,Santa Ana,9.18
EST069161,Estudiante 69161,Contaduría,San Miguel,7.31
EST069162,Estudiante 69162,Contaduría,La Libertad,5.44
EST069163,Estudiante 69163,Administración,La Libertad,8.0
EST069164,Estudiante 69164,Arquitectura,Sonsonate,8.27
EST069165,Estudiante 69165,Ingeniería en Sistemas,San Miguel,8.59
EST069166,Estudiante 69166,Ingeniería Industrial,Santa Ana,7.81
EST069167,Estudiante 69167,Ingeniería en Sistemas,San Miguel,6.68
EST069168,Estudiante 69168,Contaduría,La Libertad,6.35
EST069169,Estudiante 69169,Contaduría,San Miguel,6.51
EST069170,Estudiante 69170,Arquitectura,Sonsonate,9.07
EST069171,Estudiante 69171,Administración,San Miguel,8.14
EST069172,Estudiante 69172,Administración,San Salvador,9.46
EST069173,Estudiante 69173,Contaduría,San Miguel,8.82
EST069174,Estudiante 69174,Arquitectura,La Libertad,8.67
EST069175,Estudiante 69175,Contaduría,San Miguel,8.57
EST069176,Estudiante 69176,Arquitectura,San Salvador,7.7
EST069177,Estudiante 69177,Ingeniería Industrial,La Libertad,6.0
EST069178,Estudiante 69178,Administración,Sonsonate,7.5
EST069179,Estudiante 69179,Arquitectura,Santa Ana,9.27
EST069180,Estudiante 69180,Ingeniería Industrial,San Salvador,7.32
EST069181,Estudiante 69181,Contaduría,Sonsonate,8.88
EST069182,Estudiante 69182,Administración,Sonsonate,8.48
EST069183,Estudiante 69183,Arquitectura,San Miguel,5.14
EST069184,Estudiante 69184,Administración,San Salvador,5.46
EST069185,Estudiante 69185,Contaduría,San Salvador,9.69
EST069186,Estudiante 69186,Ingeniería en Sistemas,Sonsonate,7.1
EST069187,Estudiante 69187,Ingeniería en Sistemas,Sonsonate,9.23
EST069188,Estudiante 69188,Administración,San Miguel,9.64
EST069189,Estudiante 69189,Arquitectura,San Miguel,6.97
EST069190,Estudiante 69190,Administración,San Miguel,7.68
EST069191,Estudiante 69191,Contaduría,Santa Ana,6.22
EST069192,Estudiante 69192,Ingeniería en Sistemas,San Salvador,6.39
EST069193,Estudiante 69193,Ingeniería en Sistemas,La Libertad,9.45
EST069194,Estudiante 69194,Administración,La Libertad,6.69
EST069195,Estudiante 69195,Administración,San Miguel,8.13
EST069196,Estudiante 69196,Ingeniería Industrial,Sonsonate,7.42
EST069197,Estudiante 69197,Ingeniería en Sistemas,Santa Ana,7.8
EST069198,Estudiante 69198,Ingeniería Industrial,San Salvador,9.67
EST069199,Estudiante 69199,Contaduría,San Miguel,7.21
EST069200,Estudiante 69200,Contaduría,San Miguel,8.36
EST069201,Estudiante 69201,Ingeniería Industrial,La Libertad,9.29
EST069202,Estudiante 69202,Ingeniería Industrial,San Salvador,7.25
EST069203,Estudiante 69203,Ingeniería Industrial,San Salvador,9.2
EST069204,Estudiante 69204,Ingeniería Industrial,La Libertad,5.23
EST069205,Estudiante 69205,Administración,San Miguel,5.71
EST069206,Estudiante 69206,Contaduría,San Salvador,5.57
EST069207,Estudiante 69207,Arquitectura,Santa Ana,6.76
EST069208,Estudiante 69208,Ingeniería Industrial,San Miguel,6.24
EST069209,Estudiante 69209,Administración,La Libertad,9.32
EST069210,Estudiante 69210,Ingeniería en Sistemas,La Libertad,6.25
EST069211,Estudiante 69211,Ingeniería Industrial,Santa Ana,5.17
EST069212,Estudiante 69212,Administración,Sonsonate,6.82
EST069213,Estudiante 69213,Ingeniería en Sistemas,La Libertad,7.47
EST069214,Estudiante 69214,Ingeniería Industrial,La Libertad,8.02
EST069215,Estudiante 69215,Contaduría,Santa Ana,9.59
EST069216,Estudiante 69216,Ingeniería Industrial,Santa Ana,7.83
EST069217,Estudiante 69217,Ingeniería Industrial,Sonsonate,5.87
EST069218,Estudiante 69218,Contaduría,San Miguel,7.84
EST069219,Estudiante 69219,Contaduría,La Libertad,6.76
EST069220,Estudiante 69220,Contaduría,La Libertad,6.41
EST069221,Estudiante 69221,Contaduría,Sonsonate,7.44
EST069222,Estudiante 69222,Ingeniería en Sistemas,Sonsonate,5.19
EST069223,Estudiante 69223,Ingeniería Industrial,La Libertad,5.73
EST069224,Estudiante 69224,Administración,San Miguel,8.21
EST069225,Estudiante 69225,Contaduría,San Miguel,8.97
EST069226,Estudiante 69226,Contaduría,Santa Ana,9.23
EST069227,Estudiante 69227,Ingeniería en Sistemas,San Miguel,8.23
EST069228,Estudiante 69228,Arquitectura,Santa Ana,9.13
EST069229,Estudiante 69229,Ingeniería Industrial,Sonsonate,5.25
EST069230,Estudiante 69230,Ingeniería Industrial,Santa Ana,7.53
EST069231,Estudiante 69231,Ingeniería Industrial,San Miguel,5.4
EST069232,Estudiante 69232,Ingeniería en Sistemas,Santa Ana,5.71
EST069233,Estudiante 69233,Arquitectura,Santa Ana,6.78
EST069234,Estudiante 69234,Contaduría,Santa Ana,9.45
EST069235,Estudiante 69235,Ingeniería en Sistemas,San Salvador,7.93
EST069236,Estudiante 69236,Arquitectura,San Salvador,8.26
EST069237,Estudiante 69237,Arquitectura,Sonsonate,5.71
EST069238,Estudiante 69238,Administración,Santa Ana,8.85
EST069239,Estudiante 69239,Administración,Sonsonate,7.22
EST069240,Estudiante 69240,Arquitectura,Sonsonate,6.05
EST069241,Estudiante 69241,Arquitectura,Santa Ana,7.56
EST069242,Estudiante 69242,Contaduría,Sonsonate,9.61
EST069243,Estudiante 69243,Arquitectura,San Salvador,5.51
EST069244,Estudiante 69244,Administración,Santa Ana,5.47
EST069245,Estudiante 69245,Ingeniería en Sistemas,Sonsonate,7.13
EST069246,Estudiante 69246,Ingeniería en Sistemas,La Libertad,6.34
EST069247,Estudiante 69247,Ingeniería Industrial,Sonsonate,5.16
EST069248,Estudiante 69248,Administración,La Libertad,6.17
EST069249,Estudiante 69249,Contaduría,La Libertad,6.91
EST069250,Estudiante 69250,Ingeniería en Sistemas,La Libertad,9.16
EST069251,Estudiante 69251,Arquitectura,La Libertad,9.44
EST069252,Estudiante 69252,Arquitectura,La Libertad,8.5
EST069253,Estudiante 69253,Arquitectura,Santa Ana,5.91
EST069254,Estudiante 69254,Administración,Santa Ana,6.07
EST069255,Estudiante 69255,Arquitectura,La Libertad,9.53
EST069256,Estudiante 69256,Ingeniería Industrial,San Salvador,8.65
EST069257,Estudiante 69257,Ingeniería en Sistemas,Santa Ana,7.61
EST069258,Estudiante 69258,Contaduría,San Miguel,8.85
EST069259,Estudiante 69259,Contaduría,La Libertad,5.61
EST069260,Estudiante 69260,Ingeniería en Sistemas,Santa Ana,8.64
EST069261,Estudiante 69261,Administración,Sonsonate,9.61
EST069262,Estudiante 69262,Arquitectura,Santa Ana,8.36
EST069263,Estudiante 69263,Contaduría,Sonsonate,7.07
EST069264,Estudiante 69264,Contaduría,Sonsonate,9.75
EST069265,Estudiante 69265,Ingeniería Industrial,La Libertad,6.77
EST069266,Estudiante 69266,Ingeniería Industrial,Santa Ana,9.85
EST069267,Estudiante 69267,Contaduría,Santa Ana,9.67
EST069268,Estudiante 69268,Contaduría,Santa Ana,6.6
EST069269,Estudiante 69269,Ingeniería Industrial,La Libertad,7.21
EST069270,Estudiante 69270,Arquitectura,Sonsonate,6.6
EST069271,Estudiante 69271,Ingeniería Industrial,Sonsonate,8.11
EST069272,Estudiante 69272,Administración,Sonsonate,8.63
EST069273,Estudiante 69273,Ingeniería en Sistemas,Santa Ana,5.58
EST069274,Estudiante 69274,Contaduría,Santa Ana,8.89
EST069275,Estudiante 69275,Ingeniería en Sistemas,San Miguel,9.38
EST069276,Estudiante 69276,Arquitectura,Santa Ana,6.24
EST069277,Estudiante 69277,Contaduría,San Miguel,5.18
EST069278,Estudiante 69278,Ingeniería Industrial,Sonsonate,8.32
EST069279,Estudiante 69279,Contaduría,La Libertad,8.83
EST069280,Estudiante 69280,Arquitectura,San Salvador,6.57
EST069281,Estudiante 69281,Arquitectura,La Libertad,7.55
EST069282,Estudiante 69282,Ingeniería Industrial,Sonsonate,5.81
EST069283,Estudiante 69283,Arquitectura,San Miguel,8.94
EST069284,Estudiante 69284,Ingeniería Industrial,La Libertad,9.63
EST069285,Estudiante 69285,Contaduría,San Miguel,6.23
EST069286,Estudiante 69286,Contaduría,Santa Ana,7.81
EST069287,Estudiante 69287,Contaduría,San Salvador,9.81
EST069288,Estudiante 69288,Contaduría,Sonsonate,9.61
EST069289,Estudiante 69289,Arquitectura,San Miguel,5.24
EST069290,Estudiante 69290,Arquitectura,Santa Ana,5.29
EST069291,Estudiante 69291,Contaduría,La Libertad,8.9
EST069292,Estudiante 69292,Administración,Sonsonate,6.16
EST069293,Estudiante 69293,Administración,San Salvador,6.91
EST069294,Estudiante 69294,Contaduría,La Libertad,6.27
EST069295,Estudiante 69295,Administración,Santa Ana,9.98
EST069296,Estudiante 69296,Administración,La Libertad,7.01
EST069297,Estudiante 69297,Contaduría,La Libertad,8.66
EST069298,Estudiante 69298,Contaduría,La Libertad,9.33
EST069299,Estudiante 69299,Administración,Sonsonate,7.55
EST069300,Estudiante 69300,Arquitectura,La Libertad,6.66
EST069301,Estudiante 69301,Ingeniería en Sistemas,San Miguel,8.68
EST069302,Estudiante 69302,Arquitectura,La Libertad,5.95
EST069303,Estudiante 69303,Administración,La Libertad,5.66
EST069304,Estudiante 69304,Contaduría,Sonsonate,7.78
EST069305,Estudiante 69305,Ingeniería Industrial,San Miguel,5.31
EST069306,Estudiante 69306,Ingeniería en Sistemas,La Libertad,9.08
EST069307,Estudiante 69307,Ingeniería en Sistemas,Santa Ana,5.82
EST069308,Estudiante 69308,Ingeniería en Sistemas,San Salvador,5.91
EST069309,Estudiante 69309,Contaduría,Santa Ana,5.05
EST069310,Estudiante 69310,Ingeniería Industrial,Sonsonate,6.53
EST069311,Estudiante 69311,Administración,Santa Ana,6.06
EST069312,Estudiante 69312,Arquitectura,San Miguel,8.39
EST069313,Estudiante 69313,Arquitectura,Sonsonate,5.22
EST069314,Estudiante 69314,Administración,Santa Ana,8.53
EST069315,Estudiante 69315,Administración,San Miguel,5.76
EST069316,Estudiante 69316,Ingeniería en Sistemas,San Salvador,8.43
EST069317,Estudiante 69317,Ingeniería Industrial,La Libertad,9.58
EST069318,Estudiante 69318,Administración,La Libertad,8.9
EST069319,Estudiante 69319,Ingeniería Industrial,Sonsonate,9.17
EST069320,Estudiante 69320,Arquitectura,Sonsonate,7.14
EST069321,Estudiante 69321,Arquitectura,San Miguel,7.7
EST069322,Estudiante 69322,Arquitectura,La Libertad,7.1
EST069323,Estudiante 69323,Arquitectura,La Libertad,6.32
EST069324,Estudiante 69324,Arquitectura,La Libertad,5.01
EST069325,Estudiante 69325,Ingeniería en Sistemas,Sonsonate,5.9
EST069326,Estudiante 69326,Ingeniería en Sistemas,La Libertad,7.02
EST069327,Estudiante 69327,Ingeniería Industrial,La Libertad,8.42
EST069328,Estudiante 69328,Ingeniería Industrial,San Salvador,8.78
EST069329,Estudiante 69329,Contaduría,Sonsonate,7.43
EST069330,Estudiante 69330,Ingeniería en Sistemas,La Libertad,7.04
EST069331,Estudiante 69331,Ingeniería Industrial,La Libertad,6.01
EST069332,Estudiante 69332,Arquitectura,San Salvador,5.72
EST069333,Estudiante 69333,Contaduría,San Salvador,6.13
EST069334,Estudiante 69334,Ingeniería Industrial,Santa Ana,7.9
EST069335,Estudiante 69335,Contaduría,La Libertad,8.62
EST069336,Estudiante 69336,Arquitectura,Sonsonate,9.68
EST069337,Estudiante 69337,Administración,San Salvador,7.22
